Index,roll_number,batch_year,branch,student_name,gender,board_of_education,number_of_courses,pursuing_year,current_sem_pursuing,name_of_subjects_enrolled,grade_per_subject,extracurricular_activities,student_absence_days,Minor1,Minor 2,End Semester,cgpa,email
5,se16uai6,2016,Artificial Intelligence,akshay,male,ICSE,7,1,2,Engineering Drawing,F,Outdoor Games,16,29.75268538,7.938085492,72.33545451,7.84,akshay@gmail.com
59,se16uai60,2016,Artificial Intelligence,shobharam,male,State,7,1,2,French,C+,Research Work,24,5.875923489,25.92932422,48.45315341,8.26,shobharam@gmail.com
59,se16uai60,2016,Artificial Intelligence,shobharam,male,State,7,1,2,Engineering Drawing,C+,Research Work,24,22.4948055,27.19150699,6.73547121,8.26,shobharam@gmail.com
59,se16uai60,2016,Artificial Intelligence,shobharam,male,State,7,1,2,Maths,B,Research Work,24,17.14329535,24.68636467,86.81337551,8.26,shobharam@gmail.com
59,se16uai60,2016,Artificial Intelligence,shobharam,male,State,7,1,2,Biology,C+,Research Work,24,29.3651436,15.69684694,14.56393276,8.26,shobharam@gmail.com
59,se16uai60,2016,Artificial Intelligence,shobharam,male,State,7,1,2,Electrical,C,Research Work,24,7.572053112,19.59403632,38.9398327,8.26,shobharam@gmail.com
59,se16uai60,2016,Artificial Intelligence,shobharam,male,State,7,1,2,Workshop Practice,C,Research Work,24,24.06732425,3.730301451,96.64406185,8.26,shobharam@gmail.com
59,se16uai60,2016,Artificial Intelligence,shobharam,male,State,7,1,2,Economics,C+,Research Work,24,24.92154256,22.37553717,26.35449376,8.26,shobharam@gmail.com
60,se16uai61,2016,Artificial Intelligence,shqakuntla,female,Other,7,1,2,Maths,A,Indoor Games,0,17.86081358,20.42633013,24.22644074,6.79,shqakuntla@gmail.com
60,se16uai61,2016,Artificial Intelligence,shqakuntla,female,Other,7,1,2,Workshop Practice,C,Indoor Games,0,7.723891656,3.298752477,5.735986068,6.79,shqakuntla@gmail.com
60,se16uai61,2016,Artificial Intelligence,shqakuntla,female,Other,7,1,2,Electrical,B+,Indoor Games,0,11.03966576,29.78593144,10.3590561,6.79,shqakuntla@gmail.com
60,se16uai61,2016,Artificial Intelligence,shqakuntla,female,Other,7,1,2,Biology,A,Indoor Games,0,4.140929599,15.45569154,60.03028648,6.79,shqakuntla@gmail.com
60,se16uai61,2016,Artificial Intelligence,shqakuntla,female,Other,7,1,2,French,C+,Indoor Games,0,17.58906033,11.96476017,75.01871487,6.79,shqakuntla@gmail.com
60,se16uai61,2016,Artificial Intelligence,shqakuntla,female,Other,7,1,2,Economics,C+,Indoor Games,0,13.96138449,19.90421503,78.71924347,6.79,shqakuntla@gmail.com
60,se16uai61,2016,Artificial Intelligence,shqakuntla,female,Other,7,1,2,Engineering Drawing,B,Indoor Games,0,27.79010452,15.39904746,13.36599633,6.79,shqakuntla@gmail.com
61,se16uai62,2016,Artificial Intelligence,sompal,male,Other,7,1,2,Maths,B,Social Services,22,15.58640602,17.16794034,14.00879267,9.03,sompal@gmail.com
61,se16uai62,2016,Artificial Intelligence,sompal,male,Other,7,1,2,Electrical,B+,Social Services,22,7.304238088,19.82609288,82.78657845,9.03,sompal@gmail.com
61,se16uai62,2016,Artificial Intelligence,sompal,male,Other,7,1,2,Economics,D,Social Services,22,9.483544639,28.84721362,24.863808,9.03,sompal@gmail.com
61,se16uai62,2016,Artificial Intelligence,sompal,male,Other,7,1,2,French,B+,Social Services,22,22.77213198,15.14066099,45.68869516,9.03,sompal@gmail.com
61,se16uai62,2016,Artificial Intelligence,sompal,male,Other,7,1,2,Engineering Drawing,B,Social Services,22,2.614998905,22.51661504,76.7356903,9.03,sompal@gmail.com
61,se16uai62,2016,Artificial Intelligence,sompal,male,Other,7,1,2,Workshop Practice,C,Social Services,22,25.45145294,6.20624378,59.33081959,9.03,sompal@gmail.com
61,se16uai62,2016,Artificial Intelligence,sompal,male,Other,7,1,2,Biology,C+,Social Services,22,26.79750865,24.43142381,64.07880501,9.03,sompal@gmail.com
62,se16uai63,2016,Artificial Intelligence,soni,male,Other,7,1,2,Economics,C+,Social Services,4,16.77704212,9.383640879,33.35626874,7.55,soni@gmail.com
62,se16uai63,2016,Artificial Intelligence,soni,male,Other,7,1,2,Electrical,C,Social Services,4,14.12649866,9.486212058,44.39449479,7.55,soni@gmail.com
62,se16uai63,2016,Artificial Intelligence,soni,male,Other,7,1,2,French,B,Social Services,4,15.73031189,4.337173805,96.17186033,7.55,soni@gmail.com
62,se16uai63,2016,Artificial Intelligence,soni,male,Other,7,1,2,Biology,A,Social Services,4,25.30946949,27.15333156,66.87231049,7.55,soni@gmail.com
62,se16uai63,2016,Artificial Intelligence,soni,male,Other,7,1,2,Workshop Practice,F,Social Services,4,29.46707495,15.08515697,7.395735389,7.55,soni@gmail.com
62,se16uai63,2016,Artificial Intelligence,soni,male,Other,7,1,2,Maths,A+,Social Services,4,18.58233612,24.95811531,25.99789117,7.55,soni@gmail.com
62,se16uai63,2016,Artificial Intelligence,soni,male,Other,7,1,2,Engineering Drawing,A+,Social Services,4,13.0802601,13.74574672,60.24343438,7.55,soni@gmail.com
63,se16uai64,2016,Artificial Intelligence,sonika,female,Other,7,1,2,Workshop Practice,A,Club Activities,3,17.42207118,28.24248205,74.77981072,6.39,sonika@gmail.com
63,se16uai64,2016,Artificial Intelligence,sonika,female,Other,7,1,2,Engineering Drawing,F,Club Activities,3,2.612258404,9.727341318,98.95952813,6.39,sonika@gmail.com
63,se16uai64,2016,Artificial Intelligence,sonika,female,Other,7,1,2,French,B,Club Activities,3,10.38004473,6.241194939,25.01322284,6.39,sonika@gmail.com
63,se16uai64,2016,Artificial Intelligence,sonika,female,Other,7,1,2,Electrical,B,Club Activities,3,24.3179873,6.475246711,3.131902013,6.39,sonika@gmail.com
63,se16uai64,2016,Artificial Intelligence,sonika,female,Other,7,1,2,Biology,D,Club Activities,3,8.418803131,23.69780734,35.97913884,6.39,sonika@gmail.com
63,se16uai64,2016,Artificial Intelligence,sonika,female,Other,7,1,2,Economics,A,Club Activities,3,3.691627358,11.32999003,84.45409377,6.39,sonika@gmail.com
63,se16uai64,2016,Artificial Intelligence,sonika,female,Other,7,1,2,Maths,A,Club Activities,3,15.28232146,22.62352511,54.89295729,6.39,sonika@gmail.com
64,se16uai65,2016,Artificial Intelligence,suchitra,female,Other,7,1,2,Workshop Practice,F,Social Services,7,9.275579475,5.609681516,5.094116473,8.69,suchitra@gmail.com
64,se16uai65,2016,Artificial Intelligence,suchitra,female,Other,7,1,2,Engineering Drawing,C+,Social Services,7,13.82317382,1.235607648,5.716136847,8.69,suchitra@gmail.com
64,se16uai65,2016,Artificial Intelligence,suchitra,female,Other,7,1,2,French,B+,Social Services,7,13.77827608,5.997026558,52.26134713,8.69,suchitra@gmail.com
64,se16uai65,2016,Artificial Intelligence,suchitra,female,Other,7,1,2,Maths,C,Social Services,7,12.27254671,20.376905,93.56748684,8.69,suchitra@gmail.com
64,se16uai65,2016,Artificial Intelligence,suchitra,female,Other,7,1,2,Biology,B+,Social Services,7,3.437489266,19.50445661,18.67167934,8.69,suchitra@gmail.com
64,se16uai65,2016,Artificial Intelligence,suchitra,female,Other,7,1,2,Economics,C+,Social Services,7,26.10891266,11.72976841,63.08620683,8.69,suchitra@gmail.com
64,se16uai65,2016,Artificial Intelligence,suchitra,female,Other,7,1,2,Electrical,A+,Social Services,7,20.9177502,7.287515822,32.83908489,8.69,suchitra@gmail.com
65,se16uai66,2016,Artificial Intelligence,sugna,female,State,7,1,2,Engineering Drawing,A,Outdoor Games,30,23.16270852,9.2015093,37.86286305,4.51,sugna@gmail.com
65,se16uai66,2016,Artificial Intelligence,sugna,female,State,7,1,2,Electrical,D,Outdoor Games,30,4.755060907,28.97175014,7.27311081,4.51,sugna@gmail.com
65,se16uai66,2016,Artificial Intelligence,sugna,female,State,7,1,2,Biology,C,Outdoor Games,30,2.607182851,18.92110647,59.35647757,4.51,sugna@gmail.com
65,se16uai66,2016,Artificial Intelligence,sugna,female,State,7,1,2,Maths,D,Outdoor Games,30,24.5305791,19.81238906,45.64954678,4.51,sugna@gmail.com
65,se16uai66,2016,Artificial Intelligence,sugna,female,State,7,1,2,French,D,Outdoor Games,30,11.51505323,7.184923252,21.93011535,4.51,sugna@gmail.com
65,se16uai66,2016,Artificial Intelligence,sugna,female,State,7,1,2,Workshop Practice,A+,Outdoor Games,30,22.52928012,12.29488171,73.61797986,4.51,sugna@gmail.com
65,se16uai66,2016,Artificial Intelligence,sugna,female,State,7,1,2,Economics,A+,Outdoor Games,30,13.20775025,20.40027062,68.37182305,4.51,sugna@gmail.com
66,se16uai67,2016,Artificial Intelligence,sukhdev,male,CBSE,7,1,2,Maths,C+,Research Work,18,25.72225971,5.849635573,99.49716046,4.75,sukhdev@gmail.com
66,se16uai67,2016,Artificial Intelligence,sukhdev,male,CBSE,7,1,2,Engineering Drawing,F,Research Work,18,11.95536757,25.96797445,24.11556794,4.75,sukhdev@gmail.com
66,se16uai67,2016,Artificial Intelligence,sukhdev,male,CBSE,7,1,2,Electrical,C+,Research Work,18,15.99554915,24.35320336,34.42819703,4.75,sukhdev@gmail.com
66,se16uai67,2016,Artificial Intelligence,sukhdev,male,CBSE,7,1,2,Economics,B,Research Work,18,10.98329866,11.12740881,86.66503842,4.75,sukhdev@gmail.com
66,se16uai67,2016,Artificial Intelligence,sukhdev,male,CBSE,7,1,2,Workshop Practice,C+,Research Work,18,15.7678385,16.44355723,58.45703421,4.75,sukhdev@gmail.com
66,se16uai67,2016,Artificial Intelligence,sukhdev,male,CBSE,7,1,2,Biology,C,Research Work,18,5.753655927,12.95918353,49.26306709,4.75,sukhdev@gmail.com
66,se16uai67,2016,Artificial Intelligence,sukhdev,male,CBSE,7,1,2,French,C+,Research Work,18,2.518736676,12.32751223,1.21166504,4.75,sukhdev@gmail.com
67,se16uai68,2016,Artificial Intelligence,suraiya,female,ICSE,7,1,2,Biology,D,Club Activities,9,26.17954496,24.0418537,49.68740618,5.99,suraiya@gmail.com
67,se16uai68,2016,Artificial Intelligence,suraiya,female,ICSE,7,1,2,Electrical,B,Club Activities,9,18.45322512,12.40781191,72.64521487,5.99,suraiya@gmail.com
67,se16uai68,2016,Artificial Intelligence,suraiya,female,ICSE,7,1,2,Engineering Drawing,F,Club Activities,9,6.627081462,3.120332413,22.21937223,5.99,suraiya@gmail.com
67,se16uai68,2016,Artificial Intelligence,suraiya,female,ICSE,7,1,2,Maths,A,Club Activities,9,12.1123907,4.425708926,52.41216228,5.99,suraiya@gmail.com
67,se16uai68,2016,Artificial Intelligence,suraiya,female,ICSE,7,1,2,French,D,Club Activities,9,4.108534142,4.636373066,77.09052898,5.99,suraiya@gmail.com
67,se16uai68,2016,Artificial Intelligence,suraiya,female,ICSE,7,1,2,Economics,C,Club Activities,9,14.40170839,1.88728849,6.619685237,5.99,suraiya@gmail.com
67,se16uai68,2016,Artificial Intelligence,suraiya,female,ICSE,7,1,2,Workshop Practice,A+,Club Activities,9,26.0803783,29.05755443,80.31290388,5.99,suraiya@gmail.com
68,se16uai69,2016,Artificial Intelligence,surajmal,male,ICSE,7,1,2,Workshop Practice,C+,Research Work,29,10.33293253,11.81941574,8.596856598,8.83,surajmal@gmail.com
68,se16uai69,2016,Artificial Intelligence,surajmal,male,ICSE,7,1,2,Biology,A,Research Work,29,13.35848457,6.723062446,93.22370689,8.83,surajmal@gmail.com
68,se16uai69,2016,Artificial Intelligence,surajmal,male,ICSE,7,1,2,Engineering Drawing,A+,Research Work,29,4.991643882,15.65048506,86.2079818,8.83,surajmal@gmail.com
68,se16uai69,2016,Artificial Intelligence,surajmal,male,ICSE,7,1,2,Maths,A+,Research Work,29,8.240563533,1.895509176,79.79387924,8.83,surajmal@gmail.com
68,se16uai69,2016,Artificial Intelligence,surajmal,male,ICSE,7,1,2,French,C+,Research Work,29,13.46780111,19.51447275,46.7189631,8.83,surajmal@gmail.com
68,se16uai69,2016,Artificial Intelligence,surajmal,male,ICSE,7,1,2,Economics,F,Research Work,29,23.39076082,3.001751176,63.96329158,8.83,surajmal@gmail.com
68,se16uai69,2016,Artificial Intelligence,surajmal,male,ICSE,7,1,2,Electrical,A+,Research Work,29,22.98010444,15.08190005,76.03291781,8.83,surajmal@gmail.com
6,se16uai7,2016,Artificial Intelligence,anam,female,ICSE,7,1,2,Workshop Practice,D,Indoor Games,30,10.06560859,8.686634504,50.66034662,7.39,anam@gmail.com
6,se16uai7,2016,Artificial Intelligence,anam,female,ICSE,7,1,2,Electrical,D,Indoor Games,30,1.335945022,10.19173198,5.828118988,7.39,anam@gmail.com
6,se16uai7,2016,Artificial Intelligence,anam,female,ICSE,7,1,2,Engineering Drawing,F,Indoor Games,30,9.033043888,10.45683547,18.66131872,7.39,anam@gmail.com
6,se16uai7,2016,Artificial Intelligence,anam,female,ICSE,7,1,2,Biology,A+,Indoor Games,30,16.48729746,21.92305086,98.95215442,7.39,anam@gmail.com
6,se16uai7,2016,Artificial Intelligence,anam,female,ICSE,7,1,2,French,B+,Indoor Games,30,13.0108463,27.91311882,56.94993889,7.39,anam@gmail.com
6,se16uai7,2016,Artificial Intelligence,anam,female,ICSE,7,1,2,Economics,B+,Indoor Games,30,10.94970615,9.149272968,40.90469898,7.39,anam@gmail.com
6,se16uai7,2016,Artificial Intelligence,anam,female,ICSE,7,1,2,Maths,D,Indoor Games,30,12.59748514,17.05472903,13.39041907,7.39,anam@gmail.com
69,se16uai70,2016,Artificial Intelligence,surbhi,female,ICSE,7,1,2,Biology,B,Research Work,28,19.56786418,22.17108607,44.0405259,6.7,surbhi@gmail.com
69,se16uai70,2016,Artificial Intelligence,surbhi,female,ICSE,7,1,2,Engineering Drawing,F,Research Work,28,5.722234942,17.97615278,28.45117251,6.7,surbhi@gmail.com
69,se16uai70,2016,Artificial Intelligence,surbhi,female,ICSE,7,1,2,Workshop Practice,B+,Research Work,28,10.74907901,20.35315831,52.76674776,6.7,surbhi@gmail.com
69,se16uai70,2016,Artificial Intelligence,surbhi,female,ICSE,7,1,2,Maths,B,Research Work,28,13.35361603,2.691675251,80.77035494,6.7,surbhi@gmail.com
69,se16uai70,2016,Artificial Intelligence,surbhi,female,ICSE,7,1,2,French,B,Research Work,28,20.19769488,23.1855591,42.62582723,6.7,surbhi@gmail.com
69,se16uai70,2016,Artificial Intelligence,surbhi,female,ICSE,7,1,2,Economics,C,Research Work,28,24.09220173,14.43519794,1.880873777,6.7,surbhi@gmail.com
69,se16uai70,2016,Artificial Intelligence,surbhi,female,ICSE,7,1,2,Electrical,A+,Research Work,28,29.11245782,23.2610608,58.23949111,6.7,surbhi@gmail.com
70,se16uai71,2016,Artificial Intelligence,tarnum,female,CBSE,7,1,2,Biology,A,Indoor Games,19,3.868000329,12.85044603,91.48870536,9.96,tarnum@gmail.com
70,se16uai71,2016,Artificial Intelligence,tarnum,female,CBSE,7,1,2,Economics,B,Indoor Games,19,12.13870111,16.97678124,41.2393556,9.96,tarnum@gmail.com
70,se16uai71,2016,Artificial Intelligence,tarnum,female,CBSE,7,1,2,French,B+,Indoor Games,19,10.061641,7.159390113,32.88587592,9.96,tarnum@gmail.com
70,se16uai71,2016,Artificial Intelligence,tarnum,female,CBSE,7,1,2,Workshop Practice,B,Indoor Games,19,4.372431075,18.52158171,50.98724557,9.96,tarnum@gmail.com
70,se16uai71,2016,Artificial Intelligence,tarnum,female,CBSE,7,1,2,Electrical,C,Indoor Games,19,16.28610536,14.96449206,16.17412906,9.96,tarnum@gmail.com
70,se16uai71,2016,Artificial Intelligence,tarnum,female,CBSE,7,1,2,Engineering Drawing,B+,Indoor Games,19,13.80901239,17.85327935,84.16183115,9.96,tarnum@gmail.com
70,se16uai71,2016,Artificial Intelligence,tarnum,female,CBSE,7,1,2,Maths,A,Indoor Games,19,15.88074714,1.483912828,81.75737915,9.96,tarnum@gmail.com
71,se16uai72,2016,Artificial Intelligence,tarun,male,ICSE,7,1,2,Biology,C,Indoor Games,5,25.62083572,27.87179141,96.58633801,7.37,tarun@gmail.com
71,se16uai72,2016,Artificial Intelligence,tarun,male,ICSE,7,1,2,Workshop Practice,C,Indoor Games,5,8.976581944,15.05939781,46.54525881,7.37,tarun@gmail.com
71,se16uai72,2016,Artificial Intelligence,tarun,male,ICSE,7,1,2,Electrical,F,Indoor Games,5,22.98235738,1.091223435,82.53344981,7.37,tarun@gmail.com
71,se16uai72,2016,Artificial Intelligence,tarun,male,ICSE,7,1,2,Maths,C+,Indoor Games,5,29.15170841,28.92602438,69.49537975,7.37,tarun@gmail.com
71,se16uai72,2016,Artificial Intelligence,tarun,male,ICSE,7,1,2,French,C+,Indoor Games,5,27.17418002,27.55651944,99.56508427,7.37,tarun@gmail.com
71,se16uai72,2016,Artificial Intelligence,tarun,male,ICSE,7,1,2,Engineering Drawing,A,Indoor Games,5,22.08413364,25.84404168,84.74168289,7.37,tarun@gmail.com
71,se16uai72,2016,Artificial Intelligence,tarun,male,ICSE,7,1,2,Economics,F,Indoor Games,5,22.86793417,8.055304327,75.7535676,7.37,tarun@gmail.com
72,se16uai73,2016,Artificial Intelligence,titu,male,CBSE,7,1,2,Biology,C+,Outdoor Games,28,20.86789159,22.00864705,36.82839899,9.04,titu@gmail.com
72,se16uai73,2016,Artificial Intelligence,titu,male,CBSE,7,1,2,Electrical,B+,Outdoor Games,28,22.68874106,25.37513108,13.25305107,9.04,titu@gmail.com
72,se16uai73,2016,Artificial Intelligence,titu,male,CBSE,7,1,2,French,D,Outdoor Games,28,12.44436899,2.057633693,31.4456508,9.04,titu@gmail.com
72,se16uai73,2016,Artificial Intelligence,titu,male,CBSE,7,1,2,Workshop Practice,D,Outdoor Games,28,1.880855641,17.24838071,77.12122787,9.04,titu@gmail.com
72,se16uai73,2016,Artificial Intelligence,titu,male,CBSE,7,1,2,Maths,D,Outdoor Games,28,25.83699931,27.26380487,15.98017197,9.04,titu@gmail.com
72,se16uai73,2016,Artificial Intelligence,titu,male,CBSE,7,1,2,Engineering Drawing,B,Outdoor Games,28,19.56402748,9.025010589,87.36685197,9.04,titu@gmail.com
72,se16uai73,2016,Artificial Intelligence,titu,male,CBSE,7,1,2,Economics,B+,Outdoor Games,28,25.00251792,25.5438602,57.82399016,9.04,titu@gmail.com
73,se16uai74,2016,Artificial Intelligence,tiwnkal,female,State,7,1,2,Engineering Drawing,F,Others,4,18.2032976,20.09633186,63.36193631,4.07,tiwnkal@gmail.com
73,se16uai74,2016,Artificial Intelligence,tiwnkal,female,State,7,1,2,Electrical,C,Others,4,23.32978506,25.54386511,31.3803511,4.07,tiwnkal@gmail.com
73,se16uai74,2016,Artificial Intelligence,tiwnkal,female,State,7,1,2,Biology,B+,Others,4,3.453979401,8.755704076,33.31338092,4.07,tiwnkal@gmail.com
73,se16uai74,2016,Artificial Intelligence,tiwnkal,female,State,7,1,2,Workshop Practice,D,Others,4,6.347605334,19.21964768,68.45940403,4.07,tiwnkal@gmail.com
73,se16uai74,2016,Artificial Intelligence,tiwnkal,female,State,7,1,2,Maths,A+,Others,4,22.05776794,10.88488361,71.84930797,4.07,tiwnkal@gmail.com
73,se16uai74,2016,Artificial Intelligence,tiwnkal,female,State,7,1,2,French,A,Others,4,8.531257533,9.355467865,7.140188734,4.07,tiwnkal@gmail.com
73,se16uai74,2016,Artificial Intelligence,tiwnkal,female,State,7,1,2,Economics,C,Others,4,12.41718509,29.47363137,89.21387691,4.07,tiwnkal@gmail.com
74,se16uai75,2016,Artificial Intelligence,vandhana,female,State,7,1,2,Economics,B+,Indoor Games,22,10.22467923,10.83359,50.29870692,7.65,vandhana@gmail.com
74,se16uai75,2016,Artificial Intelligence,vandhana,female,State,7,1,2,Engineering Drawing,A,Indoor Games,22,9.466455253,28.15679499,85.96194563,7.65,vandhana@gmail.com
74,se16uai75,2016,Artificial Intelligence,vandhana,female,State,7,1,2,Workshop Practice,B+,Indoor Games,22,18.3879162,3.049174339,47.95701876,7.65,vandhana@gmail.com
74,se16uai75,2016,Artificial Intelligence,vandhana,female,State,7,1,2,Maths,B,Indoor Games,22,12.48055424,1.344535214,45.64341473,7.65,vandhana@gmail.com
74,se16uai75,2016,Artificial Intelligence,vandhana,female,State,7,1,2,Electrical,A+,Indoor Games,22,13.91987753,16.16787987,36.22269932,7.65,vandhana@gmail.com
74,se16uai75,2016,Artificial Intelligence,vandhana,female,State,7,1,2,French,C,Indoor Games,22,18.15439606,27.05063565,12.11655273,7.65,vandhana@gmail.com
74,se16uai75,2016,Artificial Intelligence,vandhana,female,State,7,1,2,Biology,B+,Indoor Games,22,28.74239642,28.34728972,12.17282386,7.65,vandhana@gmail.com
75,se16uai76,2016,Artificial Intelligence,vidhya,female,ICSE,7,1,2,Electrical,C,Others,8,27.16531804,13.62927613,89.04040393,8.96,vidhya@gmail.com
75,se16uai76,2016,Artificial Intelligence,vidhya,female,ICSE,7,1,2,Economics,A,Others,8,3.226634808,14.1276247,89.13829451,8.96,vidhya@gmail.com
75,se16uai76,2016,Artificial Intelligence,vidhya,female,ICSE,7,1,2,Engineering Drawing,A,Others,8,27.16925417,16.51648603,96.58760069,8.96,vidhya@gmail.com
75,se16uai76,2016,Artificial Intelligence,vidhya,female,ICSE,7,1,2,French,A+,Others,8,22.22602723,19.87297783,44.99249302,8.96,vidhya@gmail.com
75,se16uai76,2016,Artificial Intelligence,vidhya,female,ICSE,7,1,2,Maths,D,Others,8,7.829863827,5.958338922,33.66932208,8.96,vidhya@gmail.com
75,se16uai76,2016,Artificial Intelligence,vidhya,female,ICSE,7,1,2,Biology,D,Others,8,27.29602392,22.98271815,4.50813417,8.96,vidhya@gmail.com
75,se16uai76,2016,Artificial Intelligence,vidhya,female,ICSE,7,1,2,Workshop Practice,D,Others,8,14.73677648,10.07924635,12.26194953,8.96,vidhya@gmail.com
76,se16uai77,2016,Artificial Intelligence,vidyawati,female,State,7,1,2,French,B+,Indoor Games,28,7.240127227,21.05569324,94.36636477,4.91,vidyawati@gmail.com
76,se16uai77,2016,Artificial Intelligence,vidyawati,female,State,7,1,2,Maths,C+,Indoor Games,28,29.52085202,28.501371,52.91745621,4.91,vidyawati@gmail.com
76,se16uai77,2016,Artificial Intelligence,vidyawati,female,State,7,1,2,Biology,B,Indoor Games,28,24.05022918,16.87995827,87.96636195,4.91,vidyawati@gmail.com
76,se16uai77,2016,Artificial Intelligence,vidyawati,female,State,7,1,2,Economics,F,Indoor Games,28,2.848543082,16.83683904,68.98367381,4.91,vidyawati@gmail.com
76,se16uai77,2016,Artificial Intelligence,vidyawati,female,State,7,1,2,Electrical,A,Indoor Games,28,29.49849392,16.03113219,53.75944862,4.91,vidyawati@gmail.com
76,se16uai77,2016,Artificial Intelligence,vidyawati,female,State,7,1,2,Workshop Practice,F,Indoor Games,28,5.392213727,13.52031651,52.57257322,4.91,vidyawati@gmail.com
76,se16uai77,2016,Artificial Intelligence,vidyawati,female,State,7,1,2,Engineering Drawing,A,Indoor Games,28,23.99535481,11.62692788,74.12135231,4.91,vidyawati@gmail.com
77,se16uai78,2016,Artificial Intelligence,warish,male,CBSE,7,1,2,Biology,A,Indoor Games,9,3.087413927,17.67844757,73.11991409,8.37,warish@gmail.com
77,se16uai78,2016,Artificial Intelligence,warish,male,CBSE,7,1,2,Maths,C+,Indoor Games,9,12.02637677,15.92830651,95.96621917,8.37,warish@gmail.com
77,se16uai78,2016,Artificial Intelligence,warish,male,CBSE,7,1,2,French,B+,Indoor Games,9,2.651041838,19.60816939,13.56342475,8.37,warish@gmail.com
77,se16uai78,2016,Artificial Intelligence,warish,male,CBSE,7,1,2,Economics,C+,Indoor Games,9,13.20826409,10.66415763,40.81707056,8.37,warish@gmail.com
77,se16uai78,2016,Artificial Intelligence,warish,male,CBSE,7,1,2,Electrical,C,Indoor Games,9,28.23610801,22.28702157,81.42292654,8.37,warish@gmail.com
77,se16uai78,2016,Artificial Intelligence,warish,male,CBSE,7,1,2,Engineering Drawing,A+,Indoor Games,9,8.215324928,23.24201296,9.285163184,8.37,warish@gmail.com
77,se16uai78,2016,Artificial Intelligence,warish,male,CBSE,7,1,2,Workshop Practice,F,Indoor Games,9,19.42005364,25.51011606,70.44870347,8.37,warish@gmail.com
78,se16uai79,2016,Artificial Intelligence,yadram,male,ICSE,7,1,2,Biology,B+,Others,16,1.991855884,14.08839717,92.01443862,9.49,yadram@gmail.com
78,se16uai79,2016,Artificial Intelligence,yadram,male,ICSE,7,1,2,French,A,Others,16,23.28565021,15.3506509,90.17658676,9.49,yadram@gmail.com
78,se16uai79,2016,Artificial Intelligence,yadram,male,ICSE,7,1,2,Electrical,B,Others,16,23.51866493,15.8258878,89.74129086,9.49,yadram@gmail.com
78,se16uai79,2016,Artificial Intelligence,yadram,male,ICSE,7,1,2,Workshop Practice,B+,Others,16,9.868223825,15.79979039,50.71253225,9.49,yadram@gmail.com
78,se16uai79,2016,Artificial Intelligence,yadram,male,ICSE,7,1,2,Economics,A+,Others,16,6.194181769,12.5673637,75.06244248,9.49,yadram@gmail.com
78,se16uai79,2016,Artificial Intelligence,yadram,male,ICSE,7,1,2,Maths,F,Others,16,2.562950953,6.548992546,94.99740482,9.49,yadram@gmail.com
78,se16uai79,2016,Artificial Intelligence,yadram,male,ICSE,7,1,2,Engineering Drawing,D,Others,16,29.63894952,5.409394993,25.63757685,9.49,yadram@gmail.com
7,se16uai8,2016,Artificial Intelligence,anupuma,female,Other,7,1,2,Economics,A,Club Activities,18,6.454337815,22.84061358,15.66573803,9.27,anupuma@gmail.com
7,se16uai8,2016,Artificial Intelligence,anupuma,female,Other,7,1,2,French,A+,Club Activities,18,9.469012993,2.995111245,32.4558639,9.27,anupuma@gmail.com
7,se16uai8,2016,Artificial Intelligence,anupuma,female,Other,7,1,2,Maths,B+,Club Activities,18,29.8305768,19.30379786,30.51076538,9.27,anupuma@gmail.com
7,se16uai8,2016,Artificial Intelligence,anupuma,female,Other,7,1,2,Workshop Practice,D,Club Activities,18,27.60658484,27.44151407,92.52782533,9.27,anupuma@gmail.com
7,se16uai8,2016,Artificial Intelligence,anupuma,female,Other,7,1,2,Engineering Drawing,B,Club Activities,18,8.15264128,28.40065209,76.46222355,9.27,anupuma@gmail.com
7,se16uai8,2016,Artificial Intelligence,anupuma,female,Other,7,1,2,Biology,B+,Club Activities,18,28.81895543,22.77721745,28.2224372,9.27,anupuma@gmail.com
7,se16uai8,2016,Artificial Intelligence,anupuma,female,Other,7,1,2,Electrical,C+,Club Activities,18,4.376810587,21.98668641,59.44237299,9.27,anupuma@gmail.com
8,se16uai9,2016,Artificial Intelligence,asha,female,ICSE,7,1,2,Electrical,D,Outdoor Games,0,28.97793261,15.4945546,68.73375854,7.77,asha@gmail.com
8,se16uai9,2016,Artificial Intelligence,asha,female,ICSE,7,1,2,Economics,C,Outdoor Games,0,27.08542122,24.00916127,1.418322422,7.77,asha@gmail.com
8,se16uai9,2016,Artificial Intelligence,asha,female,ICSE,7,1,2,French,B+,Outdoor Games,0,7.606935133,4.706264804,77.84687767,7.77,asha@gmail.com
8,se16uai9,2016,Artificial Intelligence,asha,female,ICSE,7,1,2,Engineering Drawing,A,Outdoor Games,0,25.31038883,29.26266311,82.45300957,7.77,asha@gmail.com
8,se16uai9,2016,Artificial Intelligence,asha,female,ICSE,7,1,2,Biology,F,Outdoor Games,0,8.491546688,20.42344493,35.77807262,7.77,asha@gmail.com
8,se16uai9,2016,Artificial Intelligence,asha,female,ICSE,7,1,2,Workshop Practice,A+,Outdoor Games,0,22.07426013,8.643957159,52.47060333,7.77,asha@gmail.com
8,se16uai9,2016,Artificial Intelligence,asha,female,ICSE,7,1,2,Maths,C,Outdoor Games,0,4.84784986,6.490632542,20.12260331,7.77,asha@gmail.com
