Index,roll_number,batch_year,branch,student_name,gender,board_of_education,pursuing_year,extracurricular_activities,student_absence_days,cgpa,email
35,se21uece36,2021,Electronics and Communication,md.yunus,male,Other,2,Outdoor Games,20,4.22,md.yunus@gmail.com
35,se19ueee36,2019,Electrical and Electronics,meenaxi,female,CBSE,4,Research Work,7,8.97,meenaxi@gmail.com
35,se17ucm36,2017,Computational Mathematics,moh.,male,Other,10,Others,17,7.59,moh.@gmail.com
35,se18ucm36,2018,Computational Mathematics,momina,female,ICSE,10,Others,18,7.89,momina@gmail.com
35,se19ucse36,2019,Computer Science,moona,female,ICSE,4,Social Services,1,6.59,moona@gmail.com
35,se18uce36,2018,Civil,munnadevi,female,State,10,Outdoor Games,6,7.32,munnadevi@gmail.com
35,se16uai36,2016,Artificial Intelligence,mustaq,male,State,10,Club Activities,26,5.8,mustaq@gmail.com
35,se22uce36,2022,Civil,narmda,female,State,1,Club Activities,2,8.47,narmda@gmail.com
35,se19uce36,2019,Civil,natthu,male,Other,4,Club Activities,1,6.87,natthu@gmail.com
35,se22ucm36,2022,Computational Mathematics,nikkhar,female,State,1,Outdoor Games,21,6.45,nikkhar@gmail.com
35,se22ucse36,2022,Computer Science,pannu,male,ICSE,1,Research Work,20,7.66,pannu@gmail.com
35,se17uce36,2017,Civil,prakesh,male,Other,10,Others,24,7.51,prakesh@gmail.com
36,se21ueee37,2021,Electrical and Electronics,isha,female,State,2,Outdoor Games,26,4.44,isha@gmail.com
36,se20uece37,2020,Electronics and Communication,janesh,male,State,3,Club Activities,17,4.39,janesh@gmail.com
36,se17uai37,2017,Artificial Intelligence,joginder,male,CBSE,10,Others,14,7.9,joginder@gmail.com
36,se20ucse37,2020,Computer Science,jumman,male,CBSE,3,Indoor Games,19,8.83,jumman@gmail.com
36,se18uece37,2018,Electronics and Communication,juvel,male,ICSE,10,Social Services,9,9.45,juvel@gmail.com
36,se16uece37,2016,Electronics and Communication,kalpna,female,ICSE,10,Indoor Games,13,5.9,kalpna@gmail.com
36,se17ucse37,2017,Computer Science,kamruddin,male,Other,10,Outdoor Games,27,4.33,kamruddin@gmail.com
36,se19ume37,2019,Mechanical,kbeta,female,Other,4,Others,20,5.16,kbeta@gmail.com
36,se22ueee37,2022,Electrical and Electronics,khalid,male,CBSE,1,Research Work,26,8.21,khalid@gmail.com
36,se19uai37,2019,Artificial Intelligence,kirodimal,male,ICSE,4,Social Services,21,9.12,kirodimal@gmail.com
36,se18ueee37,2018,Electrical and Electronics,kirorimal,male,ICSE,10,Indoor Games,11,7.8,kirorimal@gmail.com
36,se20ume37,2020,Mechanical,krashna,female,CBSE,3,Indoor Games,6,9.48,krashna@gmail.com
36,se22ume37,2022,Mechanical,krishana,male,State,1,Others,17,9.76,krishana@gmail.com
36,se16uce37,2016,Civil,krishma,female,ICSE,10,Outdoor Games,14,7.46,krishma@gmail.com
36,se20uce37,2020,Civil,kumar,male,CBSE,3,Social Services,27,4.13,kumar@gmail.com
36,se18ume37,2018,Mechanical,lavkush,male,State,10,Outdoor Games,22,9.08,lavkush@gmail.com
36,se17ume37,2017,Mechanical,leelawati,female,CBSE,10,Research Work,3,4.72,leelawati@gmail.com
36,se20ueee37,2020,Electrical and Electronics,lokendra,male,ICSE,3,Outdoor Games,30,5.05,lokendra@gmail.com
36,se20ucm37,2020,Computational Mathematics,madan,male,Other,3,Social Services,18,5.69,madan@gmail.com
36,se19ucm37,2019,Computational Mathematics,madina,female,Other,4,Outdoor Games,16,7.72,madina@gmail.com
36,se22uece37,2022,Electronics and Communication,mahavir,male,Other,1,Research Work,19,8.38,mahavir@gmail.com
36,se16ucm37,2016,Computational Mathematics,mahkar,male,Other,10,Research Work,23,8.84,mahkar@gmail.com
36,se21ucm37,2021,Computational Mathematics,makbul,male,CBSE,2,Indoor Games,3,8.5,makbul@gmail.com
36,se16ume37,2016,Mechanical,mangeram,male,CBSE,10,Social Services,8,9.79,mangeram@gmail.com
36,se17ueee37,2017,Electrical and Electronics,mangu,male,ICSE,10,Outdoor Games,9,8.42,mangu@gmail.com
36,se16ucse37,2016,Computer Science,manjoo,female,CBSE,10,Club Activities,3,5.56,manjoo@gmail.com
36,se18uai37,2018,Artificial Intelligence,manju,male,CBSE,10,Research Work,25,4.12,manju@gmail.com
36,se21uai37,2021,Artificial Intelligence,manpreet,female,CBSE,2,Club Activities,18,4.16,manpreet@gmail.com
36,se21ume37,2021,Mechanical,manuja,female,CBSE,2,Indoor Games,24,9.36,manuja@gmail.com
36,se18ucse37,2018,Computer Science,marium,female,CBSE,10,Social Services,4,8.7,marium@gmail.com
36,se20uai37,2020,Artificial Intelligence,marjana,female,CBSE,3,Indoor Games,24,7.49,marjana@gmail.com
36,se17uece37,2017,Electronics and Communication,mastan,male,CBSE,10,Indoor Games,6,6.71,mastan@gmail.com
36,se22uai37,2022,Artificial Intelligence,mayak,male,Other,1,Social Services,30,4.99,mayak@gmail.com
36,se21ucse37,2021,Computer Science,meena,male,Other,2,Research Work,5,8.49,meena@gmail.com
36,se19ueee37,2019,Electrical and Electronics,mena,female,Other,4,Indoor Games,13,9.67,mena@gmail.com
36,se21uece37,2021,Electronics and Communication,midda,male,ICSE,2,Indoor Games,13,9.13,midda@gmail.com
36,se16ueee37,2016,Electrical and Electronics,mogan,male,Other,10,Research Work,23,8.21,mogan@gmail.com
36,se19uece37,2019,Electronics and Communication,moka,female,ICSE,4,Social Services,14,7.03,moka@gmail.com
36,se17ucm37,2017,Computational Mathematics,moolchand,male,State,10,Indoor Games,20,8.05,moolchand@gmail.com
36,se19ucse37,2019,Computer Science,motolal,male,CBSE,4,Research Work,29,6.33,motolal@gmail.com
36,se18ucm37,2018,Computational Mathematics,mubarik,male,State,10,Social Services,30,5.54,mubarik@gmail.com
36,se16uai37,2016,Artificial Intelligence,muzamiil,male,ICSE,10,Club Activities,9,9.64,muzamiil@gmail.com
36,se18uce37,2018,Civil,nafeesa,female,State,10,Club Activities,9,9.05,nafeesa@gmail.com
36,se21uce37,2021,Civil,nandita,female,Other,2,Outdoor Games,10,5.68,nandita@gmail.com
36,se22uce37,2022,Civil,nathulal,male,Other,1,Outdoor Games,24,7.45,nathulal@gmail.com
36,se22ucm37,2022,Computational Mathematics,nischaya,male,Other,1,Others,1,4.48,nischaya@gmail.com
36,se19uce37,2019,Civil,nithyanandham,male,ICSE,4,Club Activities,20,7.05,nithyanandham@gmail.com
36,se22ucse37,2022,Computer Science,pintu,male,State,1,Indoor Games,0,5.41,pintu@gmail.com
36,se17uce37,2017,Civil,prakul,male,ICSE,10,Research Work,15,7.67,prakul@gmail.com
37,se21ueee38,2021,Electrical and Electronics,islamuddin,male,State,2,Outdoor Games,22,4.4,islamuddin@gmail.com
37,se18uece38,2018,Electronics and Communication,jyoti,female,State,10,Indoor Games,8,6.36,jyoti@gmail.com
37,se17uai38,2017,Artificial Intelligence,kalish,male,Other,10,Others,18,9.08,kalish@gmail.com
37,se20ucse38,2020,Computer Science,kalpadma,male,State,3,Others,16,6.29,kalpadma@gmail.com
37,se16uece38,2016,Electronics and Communication,kamal,male,ICSE,10,Others,8,8.83,kamal@gmail.com
37,se20uece38,2020,Electronics and Communication,kanchn,female,ICSE,3,Club Activities,15,7.82,kanchn@gmail.com
37,se17ucse38,2017,Computer Science,karim,male,ICSE,10,Research Work,13,5.74,karim@gmail.com
37,se22ueee38,2022,Electrical and Electronics,khushbhu,female,Other,1,Social Services,8,8.64,khushbhu@gmail.com
37,se18ueee38,2018,Electrical and Electronics,knheyalal,male,Other,10,Indoor Games,8,8.1,knheyalal@gmail.com
37,se19uai38,2019,Artificial Intelligence,koshalya,female,Other,4,Club Activities,12,5.86,koshalya@gmail.com
37,se22ume38,2022,Mechanical,krishna,male,ICSE,1,Others,11,8.03,krishna@gmail.com
37,se16uce38,2016,Civil,kulsum,female,CBSE,10,Social Services,17,5.2,kulsum@gmail.com
37,se20ume38,2020,Mechanical,kundin,male,ICSE,3,Club Activities,15,4.37,kundin@gmail.com
37,se19ume38,2019,Mechanical,kushma,female,CBSE,4,Social Services,0,8.05,kushma@gmail.com
37,se18ume38,2018,Mechanical,lavli,female,State,10,Social Services,19,4.04,lavli@gmail.com
37,se20uce38,2020,Civil,lovely,female,ICSE,3,Indoor Games,21,8.85,lovely@gmail.com
37,se20ucm38,2020,Computational Mathematics,madhuri,female,Other,3,Club Activities,7,4.44,madhuri@gmail.com
37,se19ucm38,2019,Computational Mathematics,mahboob,male,CBSE,4,Club Activities,26,8.52,mahboob@gmail.com
37,se22uece38,2022,Electronics and Communication,mahendra,male,Other,1,Outdoor Games,26,4.59,mahendra@gmail.com
37,se16ume38,2016,Mechanical,mangubai,female,Other,10,Indoor Games,15,7.61,mangubai@gmail.com
37,se17ueee38,2017,Electrical and Electronics,maniram,male,CBSE,10,Others,1,7.07,maniram@gmail.com
37,se16ucm38,2016,Computational Mathematics,manisha,female,ICSE,10,Outdoor Games,22,6.63,manisha@gmail.com
37,se17ume38,2017,Mechanical,manita,female,CBSE,10,Research Work,19,5.63,manita@gmail.com
37,se20ueee38,2020,Electrical and Electronics,mannulal,male,CBSE,3,Others,19,7.85,mannulal@gmail.com
37,se18ucse38,2018,Computer Science,matadeen,male,CBSE,10,Outdoor Games,25,4.71,matadeen@gmail.com
37,se21ucm38,2021,Computational Mathematics,mayank,male,State,2,Others,9,4.79,mayank@gmail.com
37,se21uai38,2021,Artificial Intelligence,meena,female,Other,2,Others,24,6.09,meena@gmail.com
37,se20uai38,2020,Artificial Intelligence,meenu,female,CBSE,3,Social Services,28,7.07,meenu@gmail.com
37,se21ucse38,2021,Computer Science,megharam,male,CBSE,2,Indoor Games,28,9.21,megharam@gmail.com
37,se21ume38,2021,Mechanical,meharban,male,CBSE,2,Indoor Games,22,6.73,meharban@gmail.com
37,se18uai38,2018,Artificial Intelligence,mehnaj,female,Other,10,Research Work,15,4.4,mehnaj@gmail.com
37,se22uai38,2022,Artificial Intelligence,menka,female,ICSE,1,Social Services,10,8.95,menka@gmail.com
37,se16ucse38,2016,Computer Science,mhega,female,State,10,Indoor Games,9,9.8,mhega@gmail.com
37,se19ueee38,2019,Electrical and Electronics,minkashi,female,CBSE,4,Social Services,10,7,minkashi@gmail.com
37,se17uece38,2017,Electronics and Communication,mobarkar,male,CBSE,10,Social Services,4,8.04,mobarkar@gmail.com
37,se17ucm38,2017,Computational Mathematics,mosim,male,Other,10,Outdoor Games,18,6.39,mosim@gmail.com
37,se16ueee38,2016,Electrical and Electronics,mudssir,male,ICSE,10,Outdoor Games,6,5.32,mudssir@gmail.com
37,se18ucm38,2018,Computational Mathematics,mukaram,male,ICSE,10,Research Work,24,9.4,mukaram@gmail.com
37,se19ucse38,2019,Computer Science,muni,female,CBSE,4,Indoor Games,13,6.06,muni@gmail.com
37,se21uece38,2021,Electronics and Communication,munnu,male,CBSE,2,Club Activities,3,5.32,munnu@gmail.com
37,se18uce38,2018,Civil,nahida,female,State,10,Others,17,8.86,nahida@gmail.com
37,se16uai38,2016,Artificial Intelligence,nandni,female,CBSE,10,Research Work,19,6.05,nandni@gmail.com
37,se21uce38,2021,Civil,naseef,male,ICSE,2,Research Work,13,4.05,naseef@gmail.com
37,se19uece38,2019,Electronics and Communication,nathu,male,CBSE,4,Social Services,29,4.73,nathu@gmail.com
37,se22uce38,2022,Civil,nawed,male,Other,1,Outdoor Games,14,7.72,nawed@gmail.com
37,se19uce38,2019,Civil,nizam,male,CBSE,4,Indoor Games,27,4.47,nizam@gmail.com
37,se22ucm38,2022,Computational Mathematics,omesh,male,Other,1,Indoor Games,0,6.72,omesh@gmail.com
37,se22ucse38,2022,Computer Science,piuesh,male,State,1,Club Activities,27,7.03,piuesh@gmail.com
37,se17uce38,2017,Civil,pree,female,State,10,Research Work,13,4.89,pree@gmail.com
38,se21ueee39,2021,Electrical and Electronics,janvi,female,CBSE,2,Indoor Games,17,9.25,janvi@gmail.com
38,se17uai39,2017,Artificial Intelligence,kamal,female,State,10,Club Activities,12,5.16,kamal@gmail.com
38,se18uece39,2018,Electronics and Communication,kamil,male,ICSE,10,Club Activities,30,5.18,kamil@gmail.com
38,se20ucse39,2020,Computer Science,kanhaiya,male,Other,3,Research Work,4,6,kanhaiya@gmail.com
38,se20uece39,2020,Electronics and Communication,karan,male,CBSE,3,Outdoor Games,12,9.57,karan@gmail.com
38,se16uece39,2016,Electronics and Communication,kaushaliya,female,CBSE,10,Research Work,4,4.75,kaushaliya@gmail.com
38,se17ucse39,2017,Computer Science,kirshanpal,male,Other,10,Research Work,11,5.07,kirshanpal@gmail.com
38,se18ueee39,2018,Electrical and Electronics,kosalya,female,CBSE,10,Outdoor Games,17,7.26,kosalya@gmail.com
38,se16uce39,2016,Civil,kunal,male,ICSE,10,Social Services,5,6,kunal@gmail.com
38,se20ume39,2020,Mechanical,kusum,female,Other,3,Research Work,22,9.72,kusum@gmail.com
38,se19ume39,2019,Mechanical,lakshmi,female,ICSE,4,Indoor Games,25,4.88,lakshmi@gmail.com
38,se19uai39,2019,Artificial Intelligence,latesh,male,ICSE,4,Social Services,22,5.38,latesh@gmail.com
38,se22ume39,2022,Mechanical,laxami,female,State,1,Others,17,4.71,laxami@gmail.com
38,se22ueee39,2022,Electrical and Electronics,leena,female,ICSE,1,Research Work,25,8.06,leena@gmail.com
38,se20uce39,2020,Civil,madanlal,male,Other,3,Indoor Games,27,4.55,madanlal@gmail.com
38,se18ume39,2018,Mechanical,madhu,male,CBSE,10,Social Services,26,9.06,madhu@gmail.com
38,se19ucm39,2019,Computational Mathematics,mamini,female,ICSE,4,Indoor Games,28,9.59,mamini@gmail.com
38,se22uece39,2022,Electronics and Communication,manful,male,CBSE,1,Social Services,20,7.99,manful@gmail.com
38,se16ume39,2016,Mechanical,manojkumar,male,State,10,Outdoor Games,30,4.08,manojkumar@gmail.com
38,se20ueee39,2020,Electrical and Electronics,manpritkour,female,ICSE,3,Club Activities,20,4.83,manpritkour@gmail.com
38,se18ucse39,2018,Computer Science,maushid,male,State,10,Others,14,7.19,maushid@gmail.com
38,se20ucm39,2020,Computational Mathematics,mazhar,male,Other,3,Research Work,3,4.93,mazhar@gmail.com
38,se17ueee39,2017,Electrical and Electronics,md.tosheeb,male,Other,10,Social Services,21,4.47,md.tosheeb@gmail.com
38,se17ume39,2017,Mechanical,mehak,female,Other,10,Research Work,16,5.15,mehak@gmail.com
38,se18uai39,2018,Artificial Intelligence,mehnaz,female,State,10,Club Activities,0,9.91,mehnaz@gmail.com
38,se20uai39,2020,Artificial Intelligence,mehronisha,female,Other,3,Social Services,16,6.31,mehronisha@gmail.com
38,se16ucse39,2016,Computer Science,minu,female,State,10,Social Services,2,7.69,minu@gmail.com
38,se16ucm39,2016,Computational Mathematics,mira,female,CBSE,10,Social Services,26,8.72,mira@gmail.com
38,se21ucm39,2021,Computational Mathematics,mithlesh,female,CBSE,2,Indoor Games,17,9.69,mithlesh@gmail.com
38,se21ume39,2021,Mechanical,mithun,male,Other,2,Club Activities,15,4.62,mithun@gmail.com
38,se21uai39,2021,Artificial Intelligence,mitthun,male,CBSE,2,Social Services,11,6.62,mitthun@gmail.com
38,se17uece39,2017,Electronics and Communication,mohini,male,ICSE,10,Outdoor Games,11,9.38,mohini@gmail.com
38,se16ueee39,2016,Electrical and Electronics,mukeemuddin,male,Other,10,Outdoor Games,23,7.05,mukeemuddin@gmail.com
38,se22uai39,2022,Artificial Intelligence,mukkesh,male,Other,1,Research Work,30,7.34,mukkesh@gmail.com
38,se19ueee39,2019,Electrical and Electronics,munmun,female,CBSE,4,Indoor Games,14,9.14,munmun@gmail.com
38,se21ucse39,2021,Computer Science,murari,male,Other,2,Research Work,19,6,murari@gmail.com
38,se19ucse39,2019,Computer Science,murarilal,male,ICSE,4,Indoor Games,6,5.99,murarilal@gmail.com
38,se18ucm39,2018,Computational Mathematics,muskan,female,ICSE,10,Indoor Games,26,7.98,muskan@gmail.com
38,se17ucm39,2017,Computational Mathematics,muslim,male,ICSE,10,Club Activities,14,8.14,muslim@gmail.com
38,se21uece39,2021,Electronics and Communication,nabila,female,CBSE,2,Indoor Games,13,4.88,nabila@gmail.com
38,se18uce39,2018,Civil,namarta,female,CBSE,10,Social Services,28,9.26,namarta@gmail.com
38,se21uce39,2021,Civil,navjat,female,CBSE,2,Indoor Games,23,9.22,navjat@gmail.com
38,se22uce39,2022,Civil,nihalchand,male,Other,1,Research Work,12,8.57,nihalchand@gmail.com
38,se16uai39,2016,Artificial Intelligence,niru,female,CBSE,10,Club Activities,25,5.42,niru@gmail.com
38,se19uece39,2019,Electronics and Communication,nitish,male,CBSE,4,Club Activities,5,6.83,nitish@gmail.com
38,se22ucm39,2022,Computational Mathematics,omprakash,male,CBSE,1,Indoor Games,19,7.41,omprakash@gmail.com
38,se22ucse39,2022,Computer Science,prabhudayal,male,CBSE,1,Social Services,24,7.26,prabhudayal@gmail.com
38,se19uce39,2019,Civil,prinka,female,Other,4,Indoor Games,23,4.25,prinka@gmail.com
38,se17uce39,2017,Civil,prsant,male,CBSE,10,Club Activities,1,6.83,prsant@gmail.com
39,se21ueee40,2021,Electrical and Electronics,jaslin,female,ICSE,2,Others,15,4.54,jaslin@gmail.com
39,se17uai40,2017,Artificial Intelligence,kamala,female,CBSE,10,Research Work,23,5.79,kamala@gmail.com
39,se18uece40,2018,Electronics and Communication,kanki,female,CBSE,10,Research Work,15,9.39,kanki@gmail.com
39,se20ucse40,2020,Computer Science,karishan,male,ICSE,3,Club Activities,22,7.01,karishan@gmail.com
39,se20uece40,2020,Electronics and Communication,kartik,male,CBSE,3,Club Activities,6,7.19,kartik@gmail.com
39,se16uece40,2016,Electronics and Communication,keshav,male,Other,10,Indoor Games,21,7.37,keshav@gmail.com
39,se17ucse40,2017,Computer Science,kirshna,female,ICSE,10,Others,20,9.9,kirshna@gmail.com
39,se18ueee40,2018,Electrical and Electronics,kusumlata,female,Other,10,Research Work,13,7,kusumlata@gmail.com
39,se20ume40,2020,Mechanical,lakshay,male,ICSE,3,Indoor Games,10,4.14,lakshay@gmail.com
39,se16uce40,2016,Civil,lala,male,State,10,Research Work,25,7.19,lala@gmail.com
39,se19ume40,2019,Mechanical,lalaram,male,State,4,Outdoor Games,27,6.48,lalaram@gmail.com
39,se19uai40,2019,Artificial Intelligence,lavali,female,ICSE,4,Indoor Games,11,4.54,lavali@gmail.com
39,se22ume40,2022,Mechanical,laxmi,female,ICSE,1,Indoor Games,14,4.98,laxmi@gmail.com
39,se22ueee40,2022,Electrical and Electronics,mahasingh,male,Other,1,Research Work,24,7.99,mahasingh@gmail.com
39,se18ume40,2018,Mechanical,mahaveer,male,CBSE,10,Research Work,12,4.4,mahaveer@gmail.com
39,se20uce40,2020,Civil,maina,female,State,3,Others,6,9.29,maina@gmail.com
39,se19ucm40,2019,Computational Mathematics,manno,female,CBSE,4,Others,24,7.67,manno@gmail.com
39,se16ume40,2016,Mechanical,manormapal,female,Other,10,Research Work,22,4.06,manormapal@gmail.com
39,se22uece40,2022,Electronics and Communication,mantasha,female,State,1,Club Activities,20,8.3,mantasha@gmail.com
39,se20ucm40,2020,Computational Mathematics,mazida,female,State,3,Research Work,7,7.69,mazida@gmail.com
39,se18ucse40,2018,Computer Science,meenu,male,ICSE,10,Others,14,9.82,meenu@gmail.com
39,se17ueee40,2017,Electrical and Electronics,meharuddin,male,CBSE,10,Research Work,29,4.3,meharuddin@gmail.com
39,se17ume40,2017,Mechanical,mintu,male,State,10,Social Services,21,7.06,mintu@gmail.com
39,se18uai40,2018,Artificial Intelligence,mishrilaal,male,State,10,Outdoor Games,1,4.32,mishrilaal@gmail.com
39,se16ucse40,2016,Computer Science,mitlesh,female,CBSE,10,Club Activities,7,8.88,mitlesh@gmail.com
39,se20ueee40,2020,Electrical and Electronics,mmta,female,CBSE,3,Indoor Games,9,8.13,mmta@gmail.com
39,se16ucm40,2016,Computational Mathematics,mobin,male,CBSE,10,Research Work,25,4.52,mobin@gmail.com
39,se20uai40,2020,Artificial Intelligence,mohd.mujefir,male,ICSE,3,Social Services,28,9.25,mohd.mujefir@gmail.com
39,se17uece40,2017,Electronics and Communication,mokida,male,ICSE,10,Social Services,4,8.38,mokida@gmail.com
39,se21ume40,2021,Mechanical,molu,male,Other,2,Others,14,6.6,molu@gmail.com
39,se21ucm40,2021,Computational Mathematics,momin,male,Other,2,Club Activities,22,5.18,momin@gmail.com
39,se21uai40,2021,Artificial Intelligence,mukhtar,male,Other,2,Research Work,18,6.74,mukhtar@gmail.com
39,se19ueee40,2019,Electrical and Electronics,munni,female,State,4,Indoor Games,3,5.21,munni@gmail.com
39,se16ueee40,2016,Electrical and Electronics,murjina,female,CBSE,10,Others,6,7.44,murjina@gmail.com
39,se19ucse40,2019,Computer Science,mursida,female,ICSE,4,Outdoor Games,30,7.69,mursida@gmail.com
39,se18ucm40,2018,Computational Mathematics,musrat,female,Other,10,Outdoor Games,12,6.76,musrat@gmail.com
39,se21uece40,2021,Electronics and Communication,nainshi,female,ICSE,2,Club Activities,5,9.87,nainshi@gmail.com
39,se22uai40,2022,Artificial Intelligence,naitik,male,CBSE,1,Club Activities,0,9,naitik@gmail.com
39,se18uce40,2018,Civil,narander,male,CBSE,10,Social Services,1,7.59,narander@gmail.com
39,se21ucse40,2021,Computer Science,naved,male,CBSE,2,Indoor Games,24,5.29,naved@gmail.com
39,se21uce40,2021,Civil,nawab,male,Other,2,Others,28,9.91,nawab@gmail.com
39,se17ucm40,2017,Computational Mathematics,nipam,female,State,10,Others,11,4.77,nipam@gmail.com
39,se16uai40,2016,Artificial Intelligence,nisha,male,CBSE,10,Outdoor Games,2,8.07,nisha@gmail.com
39,se19uece40,2019,Electronics and Communication,nosar,female,ICSE,4,Outdoor Games,12,5.04,nosar@gmail.com
39,se22ucm40,2022,Computational Mathematics,p.kamesh,male,Other,1,Indoor Games,10,9.55,p.kamesh@gmail.com
39,se22ucse40,2022,Computer Science,prachi,female,State,1,Social Services,27,5.04,prachi@gmail.com
39,se22uce40,2022,Civil,praveen,male,State,1,Club Activities,3,4.58,praveen@gmail.com
39,se17uce40,2017,Civil,pryinka,female,Other,10,Outdoor Games,10,6.55,pryinka@gmail.com
39,se19uce40,2019,Civil,pusgpender,male,State,4,Outdoor Games,30,9.07,pusgpender@gmail.com
40,se21ueee41,2021,Electrical and Electronics,jeevan,male,ICSE,2,Indoor Games,5,6.57,jeevan@gmail.com
40,se17uai41,2017,Artificial Intelligence,kanta,female,State,10,Research Work,1,4.36,kanta@gmail.com
40,se18uece41,2018,Electronics and Communication,kashiram,male,Other,10,Outdoor Games,17,4.67,kashiram@gmail.com
40,se20ucse41,2020,Computer Science,kelashi,female,CBSE,3,Research Work,5,8.59,kelashi@gmail.com
40,se16uece41,2016,Electronics and Communication,kishan,male,Other,10,Social Services,25,6,kishan@gmail.com
40,se17ucse41,2017,Computer Science,kushagra,female,ICSE,10,Others,28,4.12,kushagra@gmail.com
40,se20uece41,2020,Electronics and Communication,lakhmi,female,CBSE,3,Research Work,22,5.78,lakhmi@gmail.com
40,se20ume41,2020,Mechanical,laxmeena,female,ICSE,3,Research Work,21,7.96,laxmeena@gmail.com
40,se18ueee41,2018,Electrical and Electronics,liladevi,female,CBSE,10,Outdoor Games,10,8.47,liladevi@gmail.com
40,se19ume41,2019,Mechanical,luxmi,female,CBSE,4,Outdoor Games,3,8.61,luxmi@gmail.com
40,se16uce41,2016,Civil,madhwi,female,ICSE,10,Social Services,20,4.69,madhwi@gmail.com
40,se19uai41,2019,Artificial Intelligence,mahinudin,male,State,4,Research Work,3,4.99,mahinudin@gmail.com
40,se22ume41,2022,Mechanical,majida,female,State,1,Outdoor Games,18,7.2,majida@gmail.com
40,se20uce41,2020,Civil,malchand,male,CBSE,3,Research Work,17,10,malchand@gmail.com
40,se22ueee41,2022,Electrical and Electronics,manikchand,male,ICSE,1,Indoor Games,17,5.45,manikchand@gmail.com
40,se18ume41,2018,Mechanical,manjeet,male,Other,10,Indoor Games,0,8.21,manjeet@gmail.com
40,se16ume41,2016,Mechanical,mansha,female,ICSE,10,Social Services,20,5.26,mansha@gmail.com
40,se19ucm41,2019,Computational Mathematics,manvi,female,Other,4,Club Activities,9,9.02,manvi@gmail.com
40,se22uece41,2022,Electronics and Communication,masoom,male,Other,1,Social Services,21,4.57,masoom@gmail.com
40,se20ucm41,2020,Computational Mathematics,md.badrealam,male,State,3,Others,5,9.75,md.badrealam@gmail.com
40,se18ucse41,2018,Computer Science,minakxi,female,CBSE,10,Indoor Games,21,8.75,minakxi@gmail.com
40,se17ume41,2017,Mechanical,mithalesh,female,ICSE,10,Research Work,20,5.64,mithalesh@gmail.com
40,se16ucse41,2016,Computer Science,mogli,male,State,10,Social Services,27,9.26,mogli@gmail.com
40,se17ueee41,2017,Electrical and Electronics,mohanram,male,State,10,Social Services,4,8.43,mohanram@gmail.com
40,se20ueee41,2020,Electrical and Electronics,mohd.wahid,male,State,3,Outdoor Games,18,9.59,mohd.wahid@gmail.com
40,se20uai41,2020,Artificial Intelligence,mohsina,female,Other,3,Indoor Games,14,5.71,mohsina@gmail.com
40,se21ume41,2021,Mechanical,mubshshira,female,State,2,Outdoor Games,8,9.14,mubshshira@gmail.com
40,se17uece41,2017,Electronics and Communication,mudsir,male,ICSE,10,Indoor Games,27,6.86,mudsir@gmail.com
40,se21uai41,2021,Artificial Intelligence,muli,female,State,2,Club Activities,23,4.56,muli@gmail.com
40,se19ucse41,2019,Computer Science,mushrraf,male,State,4,Research Work,9,9.58,mushrraf@gmail.com
40,se16ucm41,2016,Computational Mathematics,mustafa,male,State,10,Others,0,7.56,mustafa@gmail.com
40,se19ueee41,2019,Electrical and Electronics,mustkeem,male,CBSE,4,Social Services,2,5.42,mustkeem@gmail.com
40,se18uai41,2018,Artificial Intelligence,nagaji,male,Other,10,Research Work,2,7.15,nagaji@gmail.com
40,se16ueee41,2016,Electrical and Electronics,najis,female,State,10,Social Services,17,7.58,najis@gmail.com
40,se22uai41,2022,Artificial Intelligence,najreen,female,Other,1,Others,26,4.28,najreen@gmail.com
40,se21ucm41,2021,Computational Mathematics,nancy,female,ICSE,2,Others,6,7.36,nancy@gmail.com
40,se21uece41,2021,Electronics and Communication,narbada,female,State,2,Indoor Games,26,6.68,narbada@gmail.com
40,se18ucm41,2018,Computational Mathematics,narbahadur,male,Other,10,Others,15,4.35,narbahadur@gmail.com
40,se18uce41,2018,Civil,nargis,female,Other,10,Research Work,16,9.15,nargis@gmail.com
40,se21uce41,2021,Civil,naziya,female,State,2,Others,13,6.44,naziya@gmail.com
40,se21ucse41,2021,Computer Science,nekki,female,State,2,Club Activities,1,5.92,nekki@gmail.com
40,se16uai41,2016,Artificial Intelligence,novisha,female,Other,10,Indoor Games,28,7.83,novisha@gmail.com
40,se17ucm41,2017,Computational Mathematics,nupur,female,State,10,Indoor Games,24,4.72,nupur@gmail.com
40,se19uece41,2019,Electronics and Communication,omperkash,male,Other,4,Club Activities,29,5.19,omperkash@gmail.com
40,se22ucm41,2022,Computational Mathematics,parmanand,male,Other,1,Research Work,10,5.07,parmanand@gmail.com
40,se22uce41,2022,Civil,praveen,female,CBSE,1,Research Work,17,4.66,praveen@gmail.com
40,se22ucse41,2022,Computer Science,pravesh,male,Other,1,Indoor Games,1,9.24,pravesh@gmail.com
40,se17uce41,2017,Civil,puneeta,female,Other,10,Outdoor Games,25,7.49,puneeta@gmail.com
40,se19uce41,2019,Civil,rakki,female,CBSE,4,Outdoor Games,13,8.5,rakki@gmail.com
41,se21ueee42,2021,Electrical and Electronics,kamala,male,State,2,Indoor Games,9,5.43,kamala@gmail.com
41,se17uai42,2017,Artificial Intelligence,kanti,female,State,10,Others,14,5.28,kanti@gmail.com
